Business Name,Category,Address,Phone,Website,Email,Google Maps URL,Rating,Review Count,Social Media URLs,audit_status,error,health_score,max_health_score,opportunity_score,max_opportunity_score,ssl_valid,has_chatbot,chatbot_providers,has_whatsapp,has_lead_form,has_phone_cta,has_appointment_booking,has_trust_signals,has_local_schema,critical_issue_count,high_issue_count,top_issues,fetch_warning,review_type
Ghetto Fitness,Muay Thai boxing gym,"363A Jln Besar, Ghetto Fitness, Singapore 208994",+65 9441 2975,https://www.ghetto-fitness.com/,,https://www.google.com/maps/place/Ghetto+Fitness/data=!4m7!3m6!1s0x31da19868d488c8d:0x2bf136f7924d473f!8m2!3d1.3126802!4d103.8595113!16s%2Fg%2F11fsz655px!19sChIJjYxIjYYZ2jERP0dNkvc28Ss,5.0,121,,OK,,39.8,65,42.5,100,True,False,,False,True,True,False,True,True,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: Many images are missing alt text.,,Automatic
Prakaipetch Muay Thai Academy @Choa Chu Kang,Muay Thai boxing gym,"1 Choa Chu Kang Street 53, #03-03 Prakaipetch Muay Thai Academy @Choa Chu Kang, ActiveSG Sports Centre, Singapore 689236",+65 8856 9233,https://prakaipetch.com.sg/,,https://www.google.com/maps/place/Prakaipetch+Muay+Thai+Academy+@Choa+Chu+Kang/data=!4m7!3m6!1s0x31da11ae3c7706f3:0x911e05d6e0a6960d!8m2!3d1.3911281!4d103.7482862!16s%2Fg%2F11y6q57lt5!19sChIJ8wZ3PK4R2jERDZam4NYFHpE,4.9,118,,OK,,47.3,65,55.0,100,True,True,Facebook Messenger Plugin,False,True,False,False,True,True,0,1,HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,,Automatic
Spartans Boxing Club Joo Chiat,Boxing Coaching Center,"393 Joo Chiat Rd, Spartans Boxing Club Joo Chiat, Singapore 427625",+65 9457 7910,https://spartansboxing.com/joo-chiat/,,https://www.google.com/maps/place/Spartans+Boxing+Club+Joo+Chiat/data=!4m7!3m6!1s0x31da180d4c48856f:0xb027f7ff5c18638e!8m2!3d1.3078004!4d103.9037842!16s%2Fg%2F11byww855z!19sChIJb4VITA0Y2jERjmMYXP_3J7A,4.8,115,,OK,,45.0,65,45.0,100,True,True,Facebook Messenger Plugin,False,True,False,False,False,True,0,1,HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,,Automatic
The Jungle MMA,Muay Thai boxing gym,"75 S Bridge Rd, The Jungle MMA, Singapore 058705",+65 9328 6002,http://www.thejungle.asia/,,https://www.google.com/maps/place/The+Jungle+MMA/data=!4m7!3m6!1s0x31da19bc02c6e5f7:0x869d98b78f7cec0e!8m2!3d1.2867285!4d103.8480844!16s%2Fg%2F11d_8_h4zs!19sChIJ9-XGArwZ2jERDux8j7eYnYY,4.9,112,,OK,,44.3,65,37.5,100,True,False,,True,True,False,False,False,True,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.,,Automatic
Stronghold MMA,Martial arts school,"17 Lor Kilat, #01-04 Stronghold MMA, Singapore 598139",+65 8569 1098,http://www.stronghold.sg/,,https://www.google.com/maps/place/Stronghold+MMA/data=!4m7!3m6!1s0x31da11e210ce59a5:0x64e912756166ac27!8m2!3d1.3408754!4d103.7742195!16s%2Fg%2F11flgghz37!19sChIJpVnOEOIR2jERJ6xmYXUS6WQ,4.9,94,,OK,,39.3,65,2.5,100,True,False,,False,False,False,False,False,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,,Automatic
Jai Muay Thai,Muay Thai boxing gym,"3 Ang Mo Kio Street 62, #03-17 Jai Muay Thai, Singapore 569139",+65 9238 3071,https://jaimuaythai.com/,,https://www.google.com/maps/place/Jai+Muay+Thai/data=!4m7!3m6!1s0x31da17dafe1c2b77:0xba4241baddd69bc2!8m2!3d1.3858946!4d103.8454928!16s%2Fg%2F11pcrm4y34!19sChIJdysc_toX2jERwpvW3bpBQro,5.0,92,,OK,,42.5,65,52.5,100,True,True,Facebook Messenger Plugin,False,True,False,False,True,True,0,1,HIGH: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.,,Automatic
Spartans Boxing Club Serangoon Gardens,Boxing Coaching Center,"56A Serangoon Garden Wy, Spartans Boxing Club Serangoon Gardens, Singapore 555952",+65 8921 2600,https://spartansboxing.com/serangoon-gardens/,,https://www.google.com/maps/place/Spartans+Boxing+Club+Serangoon+Gardens/data=!4m7!3m6!1s0x31da178df1d3accb:0x963fe9cc0c8be22c!8m2!3d1.364441!4d103.8656885!16s%2Fg%2F11j4w6q7_g!19sChIJy6zT8Y0X2jERLOKLDMzpP5Y,5.0,91,,OK,,45.0,65,60.0,100,True,True,Facebook Messenger Plugin,True,True,False,False,False,True,0,1,HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.,,Automatic
"Fight Academy Singapore - Martial Arts, Self Defense & Fitness",Martial arts school,"95 Joo Chiat Rd, Level 3 Fight Academy Singapore - Martial Arts, Self Defense & Fitness, & 4, Singapore 427389",+65 9781 8839,https://www.fightacademy.sg/,,"https://www.google.com/maps/place/Fight+Academy+Singapore+-+Martial+Arts,+Self+Defense+%26+Fitness/data=!4m7!3m6!1s0x31da17a13042f0d3:0x47915968c2e84544!8m2!3d1.3140549!4d103.899299!16s%2Fg%2F11j2113ljz!19sChIJ0_BCMKEX2jERREXowmhZkUc",5.0,89,,OK,,43.9,65,42.5,100,True,True,Facebook Messenger Plugin,True,False,False,False,False,True,0,2,HIGH: Missing recommended security headers.; HIGH: No lead-capture form detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,,Automatic
Chok Dee Muay Thai,Gym,"16 Hamilton Rd, #01-03 Chok Dee Muay Thai, Singapore 209186",+65 9829 7646,https://www.chokdeemuaythaisg.com/,,https://www.google.com/maps/place/Chok+Dee+Muay+Thai/data=!4m7!3m6!1s0x31da11f866bece99:0x3ff0f55fa3bfd65!8m2!3d1.3112679!4d103.8609537!16s%2Fg%2F11kbn5gylc!19sChIJmc6-ZvgR2jERZf07-lUP_wM,5.0,87,,OK,,30.6,65,0.0,100,True,False,,False,False,False,False,False,False,1,3,CRITICAL: Page is set to noindex.; HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No XML sitemap found.,,Automatic
Blessed MMA,Martial arts school,"15 Phillip St, #04-00 Blessed MMA, Singapore 048694",+65 8894 5953,https://www.blessedmma.com/,,https://www.google.com/maps/place/Blessed+MMA/data=!4m7!3m6!1s0x31da19897c9b6569:0xe0e305b3a40fdb02!8m2!3d1.2845682!4d103.8498776!16s%2Fg%2F11s0pql3wr!19sChIJaWWbfIkZ2jERAtsPpLMF4-A,5.0,85,,OK,,44.4,65,22.5,100,True,False,,False,True,False,False,False,True,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,,Automatic
UBX Holland Village,Boxing Coaching Center,"46A Lor Mambong, UBX Holland Village, Singapore 277696",+65 9677 8290,https://ubxtraining.com/gym/holland-village,,https://www.google.com/maps/place/UBX+Holland+Village/data=!4m7!3m6!1s0x31da1b817b8f9ea3:0x80245c3eab34eb47!8m2!3d1.3120338!4d103.7943786!16s%2Fg%2F11fsr_5f1v!19sChIJo56Pe4Eb2jERR-s0qz5cJIA,5.0,85,,OK,,30.5,65,37.5,100,True,False,,False,True,True,False,True,False,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,,Automatic
Onyx West,Muay Thai boxing gym,"333 Boon Lay Way, Level 4 Onyx West, Singapore 649848",+65 8727 2788,http://www.onyxmma.com/,,https://www.google.com/maps/place/Onyx+West/data=!4m7!3m6!1s0x31da1abd58ba5685:0x29f0036e857e31fb!8m2!3d1.3351066!4d103.7061574!16s%2Fg%2F11b6gcfcgz!19sChIJhVa6WL0a2jER-zF-hW4D8Ck,4.4,85,,OK,,47.6,65,37.5,100,True,False,,True,True,False,False,False,True,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: No visible trust signals (testimonials/reviews) detected.,,Automatic
Hydra Combat Fitness Gym,Martial arts school,"220A Upper Thomson Rd, Hydra Combat Fitness Gym, Singapore 574352",+65 8043 8453,http://hydracombatfitness.sg/,,https://www.google.com/maps/place/Hydra+Combat+Fitness+Gym/data=!4m7!3m6!1s0x31da176541f27de9:0xb092fc7a13b088d7!8m2!3d1.3529122!4d103.8354077!16s%2Fg%2F11l5t9_yl3!19sChIJ6X3yQWUX2jER14iwE3r8krA,4.9,84,,OK,,37.4,65,0.0,100,True,False,,False,False,False,False,False,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,"page appears to be an interstitial/verification page or renders its content via JavaScript, and the headless-browser re-fetch did not return meaningfully more content — checks below likely show false negatives (missing title/forms/links etc. that a browser would actually see)",Manual Review Required
Common Man Fight Club,Martial arts school,"8 Woodlands Square, Solo 2, #04-31 Common Man Fight Club, Woods Square, Singapore 737713",+65 9109 1676,https://www.commonmanfc.com/,,https://www.google.com/maps/place/Common+Man+Fight+Club/data=!4m7!3m6!1s0x31da19f29cbd7445:0xee00c2325ab62ec2!8m2!3d1.4348404!4d103.7862059!16s%2Fg%2F11h81708yd!19sChIJRXS9nPIZ2jERwi62WjLCAO4,5.0,83,,OK,,48.9,65,22.5,100,True,False,,False,True,False,False,False,True,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,,Automatic
Naga Muay Thai Fitness,Muay Thai boxing gym,"5 Jurong West Ave 5, Naga Muay Thai Fitness, Singapore 649483",+65 8196 5578,https://www.nagafitness.com/,,https://www.google.com/maps/place/Naga+Muay+Thai+Fitness/data=!4m7!3m6!1s0x31da0f15b199c7ff:0x9bfb102188ebee36!8m2!3d1.3497276!4d103.7031104!16s%2Fg%2F11c6dxbk09!19sChIJ_8eZsRUP2jERNu7riCEQ-5s,4.7,79,,OK,,35.6,65,22.5,100,True,False,,False,False,True,False,True,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,,Automatic
Kaoklai Studio,Muay Thai boxing gym,"287 Beach Rd, #04-00 Kaoklai Studio, Singapore 199551",+65 8715 8828,http://kaoklai-studio.com/,,https://www.google.com/maps/place/Kaoklai+Studio/data=!4m7!3m6!1s0x31da199098d6006b:0x6298fc8ac020deea!8m2!3d1.3008823!4d103.8605205!16s%2Fg%2F11lyd4dn6z!19sChIJawDWmJAZ2jER6t4gwIr8mGI,5.0,76,,FAILED,"HTTPConnectionPool(host='kaoklai-studio.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='kaoklai-studio.com', port=80): Failed to resolve 'kaoklai-studio.com' ([Errno 11001] getaddrinfo failed)""))",,,,,,,,,,,,,,,,,,Manual Review Required
MMA FITNESS LAB,Fitness center,"412 Race Course Rd, MMA FITNESS LAB, Singapore 218660",+65 8852 9727,http://www.mmafitnesslab.com/,,https://www.google.com/maps/place/MMA+FITNESS+LAB/data=!4m7!3m6!1s0x31da1932a674c843:0x9a2985540d088ac2!8m2!3d1.3153292!4d103.8574982!16s%2Fg%2F11kjpcp9cz!19sChIJQ8h0pjIZ2jERwooIDVSFKZo,5.0,69,,OK,,25.4,65,62.5,100,True,True,Facebook Messenger Plugin,False,True,True,False,True,False,0,1,HIGH: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: Page is missing a meta description.; MEDIUM: Many images are missing alt text.,,Automatic
Hilltop Academy,Muay Thai boxing gym,"576B Serangoon Rd, Level 3 Hilltop Academy, Singapore 218190",+65 9151 6537,http://www.hilltopacademysg.com/,,https://www.google.com/maps/place/Hilltop+Academy/data=!4m7!3m6!1s0x31da19cf0aefb3a3:0x8f5fb9ecb6f2562d!8m2!3d1.314668!4d103.857974!16s%2Fg%2F11clyt4z3l!19sChIJo7PvCs8Z2jERLVbytuy5X48,4.9,64,,OK,,38.5,65,10.0,100,True,False,,False,False,False,False,False,True,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,,Automatic
Spartans Boxing Club Tai Seng,Boxing Coaching Center,"3 Irving Rd, #01-07/08 Spartans Boxing Club Tai Seng, Tai Seng Centre, Singapore 369522",+65 8862 2424,https://spartansboxing.com/tai-seng/,,https://www.google.com/maps/place/Spartans+Boxing+Club+Tai+Seng/data=!4m7!3m6!1s0x31da17fcec5851af:0xc11969fc17b2fabc!8m2!3d1.3356571!4d103.8869505!16s%2Fg%2F11pqc5280s!19sChIJr1FY7PwX2jERvPqyF_xpGcE,5.0,62,,OK,,45.0,65,60.0,100,True,True,Facebook Messenger Plugin,True,True,False,False,False,True,0,1,HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.,,Automatic
Legends Fight Sport Clarke Quay,Boxing club,"33a Hongkong St, Level 2 Legends Fight Sport Clarke Quay, Singapore 059672",+65 6252 3254,http://www.legends.com.sg/,,https://www.google.com/maps/place/Legends+Fight+Sport+Clarke+Quay/data=!4m7!3m6!1s0x31da190ae3533c5b:0xf5b952c0c3eda123!8m2!3d1.287462!4d103.84716!16s%2Fg%2F11bbrc7nwz!19sChIJWzxT4woZ2jERI6Htw8BSufU,4.9,59,,OK,,35.6,65,35.0,100,True,False,,True,True,False,False,False,True,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.,,Automatic
Prime Fight Gym,Muay Thai boxing gym,"32 Kim Keat Rd, Prime Fight Gym, Singapore 328810",+65 9379 5325,http://www.pfgmuaythai.com/,,https://www.google.com/maps/place/Prime+Fight+Gym/data=!4m7!3m6!1s0x31da1837bb6d9357:0xc7adb48afe14aac0!8m2!3d1.3245628!4d103.8532613!16s%2Fg%2F11f01n_95b!19sChIJV5NtuzcY2jERwKoU_oq0rcc,4.7,57,,OK,,49.3,65,32.5,100,True,False,,False,True,False,False,True,True,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,,Automatic
Spartans Boxing Club Balestier,Boxing Coaching Center,"573 Balestier Rd, Spartans Boxing Club Balestier, Singapore 329888",+65 9189 6218,https://spartansboxing.com/balestier/,,https://www.google.com/maps/place/Spartans+Boxing+Club+Balestier/data=!4m7!3m6!1s0x31da1967922a6315:0xa1e47301de7e199f!8m2!3d1.3264836!4d103.84412!16s%2Fg%2F11gl1ykw2_!19sChIJFWMqkmcZ2jERnxl-3gFz5KE,4.9,56,,OK,,37.5,65,60.0,100,True,True,Facebook Messenger Plugin,True,True,False,False,False,True,0,1,HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: No visible trust signals (testimonials/reviews) detected.,,Automatic
Khao Noi Gym,Muay Thai boxing gym,"50 Jln Benaan Kapal, Khao Noi Gym, Singapore 399641",+65 8815 3647,https://www.teamkng.com/,,https://www.google.com/maps/place/Khao+Noi+Gym/data=!4m7!3m6!1s0x31da197778ccc44d:0x7b2212ba37787f12!8m2!3d1.3013056!4d103.8791261!16s%2Fg%2F11w4p79l7z!19sChIJTcTMeHcZ2jEREn94N7oSIns,5.0,54,,OK,,51.7,65,35.0,100,True,False,,True,False,False,False,True,True,0,2,HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; LOW: Title tag length is outside the recommended range.,,Automatic
Spartans Boxing Club Springleaf,Boxing club,"910 Upper Thomson Rd, Spartans Boxing Club Springleaf, Singapore 787112",+65 8815 7054,http://www.spartansboxing.com/springleaf,,https://www.google.com/maps/place/Spartans+Boxing+Club+Springleaf/data=!4m7!3m6!1s0x31da11e78932cc7d:0x8bfae59071678d0a!8m2!3d1.3985193!4d103.8183204!16s%2Fg%2F11qbhyn33v!19sChIJfcwyiecR2jERCo1ncZDl-os,5.0,54,,OK,,42.9,65,60.0,100,True,True,Facebook Messenger Plugin,True,True,False,False,False,True,0,1,HIGH: Missing recommended security headers.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.; MEDIUM: No visible trust signals (testimonials/reviews) detected.,,Automatic
KBP Muay Thai,Muay Thai boxing gym,"265A New Bridge Rd, #2nd level KBP Muay Thai, Singapore Ann Kway Association Building, Singapore 088745",+65 8123 4358,http://www.instagram.com/kbpmuaythai,,https://www.google.com/maps/place/KBP+Muay+Thai/data=!4m7!3m6!1s0x31da1973044c1189:0xf00ce763601730f6!8m2!3d1.2824986!4d103.8424356!16s%2Fg%2F11c5fz7sqr!19sChIJiRFMBHMZ2jER9jAXYGPnDPA,5.0,54,,OK,,32.8,65,15.0,100,True,False,,True,False,False,False,False,False,0,3,HIGH: SSL certificate is expiring soon.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Missing recommended security headers.; MEDIUM: No appointment/booking system detected.,,Automatic
Eastside Fight Club,Boxing Coaching Center,"78A Lor 6 Geylang, Level 2 Eastside Fight Club, Singapore 399230",+65 9105 0937,http://eastsidefightclub.com/,,https://www.google.com/maps/place/Eastside+Fight+Club/data=!4m7!3m6!1s0x31da19ecd1e7c703:0xe337b32386f9060a!8m2!3d1.3091015!4d103.8766224!16s%2Fg%2F11t7h666xh!19sChIJA8fn0ewZ2jERCgb5hiOzN-M,5.0,53,,OK,,32.9,65,15.0,100,True,False,,False,True,False,False,False,False,0,3,HIGH: SSL certificate is expiring soon.; HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No XML sitemap found.; MEDIUM: No WhatsApp click-to-chat link detected.,,Automatic
Kru Prem Muay Thai,Muay Thai boxing gym,"20 Toh Yi Dr, #04-01 Kru Prem Muay Thai, Community Club, Singapore 596569",+65 9797 0235,,,https://www.google.com/maps/place/Kru+Prem+Muay+Thai/data=!4m7!3m6!1s0x31da111e37822ff3:0x7b5a2507737cb6e!8m2!3d1.3404494!4d103.7717837!16s%2Fg%2F11sfqcvvym!19sChIJ8y-CNx4R2jERbss3d1CitQc,5.0,53,,SKIPPED_NO_WEBSITE,,,,,,,,,,,,,,,,,,,Manual Review Required
Spartans Boxing Club Bukit Timah,Boxing Coaching Center,"118 Upper Bukit Timah Rd, #01-12 Spartans Boxing Club Bukit Timah, LINQ Mall, Singapore 588173",+65 8950 8290,https://spartansboxing.com/bukit-timah/,,https://www.google.com/maps/place/Spartans+Boxing+Club+Bukit+Timah/data=!4m7!3m6!1s0x31da11962150682f:0xc1bc1af4f37b2c13!8m2!3d1.3409551!4d103.7763246!16s%2Fg%2F11r7xkvvnv!19sChIJL2hQIZYR2jEREyx78_QavME,5.0,51,,OK,,43.3,65,45.0,100,True,True,Facebook Messenger Plugin,False,True,False,False,False,True,1,1,CRITICAL: Page is set to noindex.; HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,,Automatic
Galaxy Boxing Gym Bukit Timah,Boxing Coaching Center,"144 Upper Bukit Timah Rd, B1-18/19 Galaxy Boxing Gym Bukit Timah, Beauty World Centre, Singapore 588177",+65 9126 7056,https://www.galaxy-boxing.com/,,https://www.google.com/maps/place/Galaxy+Boxing+Gym+Bukit+Timah/data=!4m7!3m6!1s0x31da118d948088a1:0xc999f11eed83c199!8m2!3d1.3423741!4d103.7762593!16s%2Fg%2F11y46p1y8y!19sChIJoYiAlI0R2jERmcGD7R7xmck,5.0,50,,OK,,38.1,65,2.5,100,True,False,,False,False,False,False,False,True,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.,,Automatic
Assassins Fraternity ( Bencoolen ),Muay Thai boxing gym,"180B Bencoolen St, #04-05 Office Tower Level 4 Assassins Fraternity ( Bencoolen ), The Bencoolen, Singapore 189646",+65 9442 8624,http://assassinsfraternity.com/,,https://www.google.com/maps/place/Assassins+Fraternity+%28+Bencoolen+%29/data=!4m7!3m6!1s0x31da196cf480a387:0x95576dc0cfc5b82e!8m2!3d1.301841!4d103.8529!16s%2Fg%2F11tg7wk2gl!19sChIJh6OA9GwZ2jERLrjFz8BtV5U,5.0,49,,OK,,21.4,65,20.0,100,True,False,,False,False,True,False,True,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,,Automatic
Gifted Fight Academy,Gym,"291 Serangoon Rd, #03-00 Gifted Fight Academy, Singapore 218107",+65 9189 1610,https://bookings.vibefam.com/giftedfightacademy/classes,,https://www.google.com/maps/place/Gifted+Fight+Academy/data=!4m7!3m6!1s0x31da190bae8be3c9:0xb53e14bdaeaed979!8m2!3d1.3112635!4d103.8547501!16s%2Fg%2F11n11b7vp3!19sChIJyeOLrgsZ2jERedmurr0UPrU,5.0,49,,OK,,28.6,65,0.0,100,True,False,,False,False,False,False,False,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,"page appears to be an interstitial/verification page or renders its content via JavaScript, and the headless-browser re-fetch did not return meaningfully more content — checks below likely show false negatives (missing title/forms/links etc. that a browser would actually see)",Manual Review Required
Box O'Clock,Boxing Coaching Center,"32 Jln Kelulut, Box O'Clock, Singapore 809049",+65 9341 8642,https://boxoclocksg.com/,,https://www.google.com/maps/place/Box+O%27Clock/data=!4m7!3m6!1s0x31da1779782240b9:0x85690b42813891b6!8m2!3d1.3834887!4d103.875324!16s%2Fg%2F11mdmrd3pp!19sChIJuUAieHkX2jERtpE4gUILaYU,5.0,48,,OK,,29.2,65,10.0,100,True,False,,False,False,False,False,True,False,0,2,HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,,Automatic
MetaMorph MMA,Martial arts school,"4 Jln Mat Jambol, B1-01/02 MetaMorph MMA, Singapore 119555",+65 8333 1636,https://metamorph.fit/,,https://www.google.com/maps/place/MetaMorph+MMA/data=!4m7!3m6!1s0x31da1bd0e685122d:0x10ba2600feb79d4d!8m2!3d1.276976!4d103.7915281!16s%2Fg%2F11yb_v5z80!19sChIJLRKF5tAb2jERTZ23_gAmuhA,4.8,48,,OK,,37.8,65,32.5,100,True,False,,True,True,False,False,False,True,0,1,HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: Missing recommended security headers.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.,,Automatic
Brothers Boxing Academy,Boxing Coaching Center,"21 Tyrwhitt Rd, #06-01 Brothers Boxing Academy, Foo Chow Association Building, Singapore 207530",+65 8742 5399,http://brothersboxingacademy.com/,,https://www.google.com/maps/place/Brothers+Boxing+Academy/data=!4m7!3m6!1s0x31da190b768c48d3:0xd49a50404a862fca!8m2!3d1.3094678!4d103.8585878!16s%2Fg%2F11jyg448f3!19sChIJ00iMdgsZ2jERyi-GSkBQmtQ,5.0,46,,OK,,45.7,65,10.0,100,True,False,,False,False,False,False,False,True,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,,Automatic
Galaxy Boxing Gym Downtown East,Boxing Coaching Center,"#05-101 Galaxy Boxing Gym Downtown East, E!Hub Downtown East, Singapore 519599",+65 8699 5560,https://www.galaxy-boxing.com/,,https://www.google.com/maps/place/Galaxy+Boxing+Gym+Downtown+East/data=!4m7!3m6!1s0x31da3dd957ace855:0xf00405e46cc87d92!8m2!3d1.378036!4d103.955382!16s%2Fg%2F11xgxt46k3!19sChIJVeisV9k92jERkn3IbOQFBPA,5.0,45,,OK,,38.1,65,2.5,100,True,False,,False,False,False,False,False,True,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.,,Automatic
