Business Name,Category,Address,Phone,Website,Email,Google Maps URL,Rating,Review Count,Social Media URLs,audit_status,error,health_score,max_health_score,opportunity_score,max_opportunity_score,ssl_valid,has_chatbot,chatbot_providers,has_whatsapp,has_lead_form,has_phone_cta,has_appointment_booking,has_trust_signals,has_local_schema,critical_issue_count,high_issue_count,top_issues,fetch_warning
Club Lime Titanium Pyrmont,Fitness center,"23 Harris St, Pyrmont NSW 2009, Australia",+61 2 8071 4435,https://www.clublime.com.au/ourclubs/,,https://www.google.com/maps/place/Club+Lime+Titanium+Pyrmont/data=!4m7!3m6!1s0x6b12afb28dc4ea57:0x594177457f1ce692!8m2!3d-33.8668966!4d151.1921545!16s%2Fg%2F11j24h4ccp!19sChIJV-rEjbKvEmsRkuYcf0V3QVk,4.3,115,,OK,,34.8,65,50.0,100,True,True,Facebook Messenger Plugin,False,True,True,False,False,False,0,1,HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No XML sitemap found.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,
SHREDD GLEBE,Boot camp,"6 Chapman Rd, Annandale NSW 2038, Australia",+61 450 638 351,https://shreddglebe.com.au/,,https://www.google.com/maps/place/SHREDD+GLEBE/data=!4m7!3m6!1s0x6b12b14a6fad944f:0x1455a2cb2df15d1d!8m2!3d-33.8752166!4d151.1765241!16s%2Fg%2F11k3d2kn6k!19sChIJT5Stb0qxEmsRHV3xLcuiVRQ,5.0,103,,OK,,33.0,65,52.5,100,True,True,Facebook Messenger Plugin,False,True,True,False,False,False,0,1,HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: Many images are missing alt text.,
Barry's - Martin Place,Gym,"20 Elizabeth St, Sydney NSW 2000, Australia",+61 2 8067 9032,https://www.barrysbootcamp.com.au/studios/martin-place/,,https://www.google.com/maps/place/Barry%27s+-+Martin+Place/data=!4m7!3m6!1s0x6b12afd35b87c993:0x9b34f801833f0045!8m2!3d-33.8668578!4d151.2108806!16s%2Fg%2F11h1s97tts!19sChIJk8mHW9OvEmsRRQA_gwH4NJs,4.5,103,,OK,,33.3,65,2.5,100,True,False,,False,False,False,False,False,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,
HIIT Pilates Studio Surry Hills,Pilates studio,"Level 1/231-233 Commonwealth St, Surry Hills NSW 2010, Australia",+61 451 593 968,https://hiitpilatesstudio.com/,,https://www.google.com/maps/place/HIIT+Pilates+Studio+Surry+Hills/data=!4m7!3m6!1s0x6b12af27f65f0b45:0x5e10b041a6814283!8m2!3d-33.8834175!4d151.2098055!16s%2Fg%2F11y9zk852r!19sChIJRQtf9ievEmsRg0KBpkGwEF4,5.0,102,,OK,,47.3,65,50.0,100,True,True,Facebook Messenger Plugin,False,True,False,False,False,True,0,1,HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,
The HIIT Movement,Gym,"9/589 Withers Rd, Rouse Hill NSW 2155, Australia",+61 433 733 271,http://www.hiitmovement.com.au/,,https://www.google.com/maps/place/The+HIIT+Movement/data=!4m7!3m6!1s0x6b129f38da881081:0x66c7d0e307e0d925!8m2!3d-33.6744996!4d150.9206819!16s%2Fg%2F11h2x9skjj!19sChIJgRCI2jifEmsRJdngB-PQx2Y,5.0,101,,OK,,35.6,65,30.0,100,True,True,Facebook Messenger Plugin,False,False,False,False,False,True,0,2,HIGH: Missing recommended security headers.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,
Vicious Cycle,Gym,"Lower Ground, Shop 4/27 Park St, Sydney NSW 2000, Australia",+61 423 706 667,https://www.viciouscycle.com.au/,,https://www.google.com/maps/place/Vicious+Cycle/data=!4m7!3m6!1s0x6b12ad9eb5a3d9e3:0xf867bee2465cc41b!8m2!3d-33.873319!4d151.2087693!16s%2Fg%2F1tdg3cbg!19sChIJ49mjtZ6tEmsRG8RcRuK-Z_g,4.3,99,,OK,,47.7,65,55.0,100,True,True,Facebook Messenger Plugin,False,True,True,False,False,True,0,1,HIGH: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: Many images are missing alt text.; MEDIUM: No visible trust signals (testimonials/reviews) detected.,
FIT Health Clubs Lane Cove,Fitness center,"24-28 Burns Bay Rd, Lane Cove NSW 2066, Australia",+61 2 9420 2815,https://www.fit.com.au/,,https://www.google.com/maps/place/FIT+Health+Clubs+Lane+Cove/data=!4m7!3m6!1s0x6b12af3e7e7b3fb3:0xa62f77f44c411172!8m2!3d-33.8147479!4d151.1690677!16s%2Fg%2F1q5bm3lg0!19sChIJsz97fj6vEmsRchFBTPR3L6Y,4.2,98,,OK,,44.4,65,35.0,100,True,True,Facebook Messenger Plugin,False,False,False,False,False,True,0,2,HIGH: Missing recommended security headers.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,
Healthy Habit Fitness,Physical fitness program,"Alan Davidson Oval, Sydney Park Rd, St Peters NSW 2043, Australia",+61 424 726 184,http://www.healthyhabit.com.au/,,https://www.google.com/maps/place/Healthy+Habit+Fitness/data=!4m7!3m6!1s0x6b12b04ae62071a3:0xdae789330f78c4ce!8m2!3d-33.9084034!4d151.1876742!16s%2Fg%2F1tmpf28k!19sChIJo3Eg5kqwEmsRzsR4DzOJ59o,4.9,97,,OK,,46.0,65,17.5,100,True,False,,False,False,False,False,True,True,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,
SOHO Gym + Recovery,Gym,"Wentworth Connection, Shop B5/2A Bligh St, Sydney NSW 2000, Australia",+61 451 137 819,https://soho.sydney/,,https://www.google.com/maps/place/SOHO+Gym+%2B+Recovery/data=!4m7!3m6!1s0x6b12af0965fc2afb:0x34feeb6bfc77f868!8m2!3d-33.8653689!4d151.210967!16s%2Fg%2F11ylm982rl!19sChIJ-yr8ZQmvEmsRaPh3_Gvr_jQ,4.9,95,,OK,,24.7,65,22.5,100,True,False,,False,False,True,False,True,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.,
The Outdoor Squad Redfern,Boot camp,"Redfern St, Redfern NSW 2016, Australia",+61 402 439 361,https://www.outdoorsquad.com.au/,,https://www.google.com/maps/place/The+Outdoor+Squad+Redfern/data=!4m7!3m6!1s0x6b12b1cf6dd94b75:0x4984b8c25428ee93!8m2!3d-33.894215!4d151.206108!16s%2Fg%2F11bbw_jygg!19sChIJdUvZbc-xEmsRk-4oVMK4hEk,5.0,91,,OK,,26.4,65,52.5,100,True,True,Facebook Messenger Plugin,False,False,True,False,True,False,0,2,HIGH: Missing recommended security headers.; HIGH: No lead-capture form detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,
Let's do it Fitness,Fitness center,"147 Marrickville Rd, Marrickville NSW 2204, Australia",+61 2 9550 9887,http://letsdoitfitness.com.au/,,https://www.google.com/maps/place/Let%27s+do+it+Fitness/data=!4m7!3m6!1s0x6b12b0658d9c8321:0x19d7b29af07180bb!8m2!3d-33.911795!4d151.1596012!16s%2Fg%2F11dxbls96m!19sChIJIYOcjWWwEmsRu4Bx8Jqy1xk,5.0,86,,OK,,44.7,65,40.0,100,True,False,,False,True,True,False,True,True,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: Page is missing a meta description.,
HIIT Pilates Studio,Pilates studio,"61-71 Mentmore Ave, Rosebery NSW 2018, Australia",+61 497 172 259,http://hiitpilatesstudio.com/,,https://www.google.com/maps/place/HIIT+Pilates+Studio/data=!4m7!3m6!1s0x6b12b1bb3dda2c45:0xd5bcdd66ac486cf2!8m2!3d-33.9167941!4d151.2028806!16s%2Fg%2F11j51d_3w3!19sChIJRSzaPbuxEmsR8mxIrGbdvNU,4.9,78,,OK,,47.4,65,50.0,100,True,True,Facebook Messenger Plugin,False,True,False,False,False,True,0,1,HIGH: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.,
98 Gym Riley Street,Gym,"98 Riley St, Darlinghurst NSW 2010, Australia",+61 437 436 027,https://www.98training.com/locations/riley-street,,https://www.google.com/maps/place/98+Gym+Riley+Street/data=!4m7!3m6!1s0x6b12ae16bb914f11:0xea74fe267f97a114!8m2!3d-33.8762444!4d151.2150405!16s%2Fg%2F1pwft7r3f!19sChIJEU-RuxauEmsRFKGXfyb-dOo,4.8,73,,OK,,30.2,65,52.5,100,True,True,Facebook Messenger Plugin,False,True,True,False,False,False,0,1,HIGH: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No LocalBusiness (or similar) structured data found.; MEDIUM: No visible trust signals (testimonials/reviews) detected.,
Ultimate Fitness Centre - 305 Kent & 120 Sussex St Sydney,Gym,"Ground Floor/305 Kent St, Sydney NSW 2000, Australia",+61 409 207 575,http://ultimatefitnesscentre.com.au/,,https://www.google.com/maps/place/Ultimate+Fitness+Centre+-+305+Kent+%26+120+Sussex+St+Sydney/data=!4m7!3m6!1s0x6b12ae47535afccd:0xaa1059521aeefabc!8m2!3d-33.8671257!4d151.2041007!16s%2Fg%2F1tm29tjm!19sChIJzfxaU0euEmsRvPruGlJZEKo,4.9,72,,OK,,28.9,65,12.5,100,True,False,,False,False,True,False,False,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No XML sitemap found.; MEDIUM: No WhatsApp click-to-chat link detected.,
Stacked Fitness,Personal trainer,"112-118 Parramatta Rd, Camperdown NSW 2050, Australia",+61 430 312 636,https://www.stackedfitness.com.au/,,https://www.google.com/maps/place/Stacked+Fitness/data=!4m7!3m6!1s0x6b12b107d7a66d0f:0x94148eca6b95bf74!8m2!3d-33.8861396!4d151.1784534!16s%2Fg%2F11swk348y5!19sChIJD22m1wexEmsRdL-Va8qOFJQ,5.0,68,,FAILED,"HTTPSConnectionPool(host='www.stackedfitness.com.au', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.stackedfitness.com.au'. (_ssl.c:1081)"")))",,,,,,,,,,,,,,,,,
Barry's - Kings Cross,Gym,"16-18 Bayswater Rd, Potts Point NSW 2011, Australia",+61 2 9167 3902,https://www.barrysbootcamp.com.au/studios/kings-cross/,,https://www.google.com/maps/place/Barry%27s+-+Kings+Cross/data=!4m7!3m6!1s0x6b12af002d88c0bb:0x2e822abb50b7b918!8m2!3d-33.8747951!4d151.2234121!16s%2Fg%2F11h7b8v_b7!19sChIJu8CILQCvEmsRGLm3ULsqgi4,4.5,68,,OK,,33.3,65,2.5,100,True,False,,False,False,False,False,False,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,
Goddess Outdoor Fitness,Physical fitness program,"Manning St, Rozelle NSW 2039, Australia",+61 419 400 848,http://goddessoutdoorfitness.com.au/free-trial,,https://www.google.com/maps/place/Goddess+Outdoor+Fitness/data=!4m7!3m6!1s0x6b12affbbe07e085:0xe02d73a69a130cc4!8m2!3d-33.8629227!4d151.1639056!16s%2Fg%2F11f7746qqx!19sChIJheAHvvuvEmsRxAwTmqZzLeA,5.0,66,,OK,,25.6,65,37.5,100,True,True,Facebook Messenger Plugin,False,False,True,False,False,False,0,2,HIGH: Missing recommended security headers.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: Page is missing a meta description.,
FIT College: Sydney City Centre,College,"20 Bond St, Sydney NSW 2000, Australia",+61 1300 887 017,https://www.fitcollege.edu.au/locations/sydney-city-centre,,https://www.google.com/maps/place/FIT+College:+Sydney+City+Centre/data=!4m7!3m6!1s0x6b12af853841ea4d:0x358587a6cb38acbe!8m2!3d-33.8645913!4d151.2084985!16s%2Fg%2F11l5qd08t1!19sChIJTepBOIWvEmsRvqw4y6aHhTU,4.9,64,,OK,,20.0,65,0.0,100,True,False,,False,False,False,False,False,False,1,4,CRITICAL: No mobile viewport meta tag.; HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; HIGH: Page is missing a <title> tag.,
Buggy Bootcamp - Mums and Bubs Fitness,Boot camp,"109 N Steyne, Manly NSW 2095, Australia",+61 421 988 754,https://www.buggybootcamp.com.au/,,https://www.google.com/maps/place/Buggy+Bootcamp+-+Mums+and+Bubs+Fitness/data=!4m7!3m6!1s0x6b12ab0db793d3cb:0x51ff64716d1352da!8m2!3d-33.7896706!4d151.2866843!16s%2Fg%2F12q4qpqjm!19sChIJy9OTtw2rEmsR2lITbXFk_1E,5.0,63,,OK,,43.9,65,45.0,100,True,False,,False,True,True,False,True,True,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,
Genius Fitness Training,Gym,"225A Victoria St, Darlinghurst NSW 2010, Australia",+61 420 346 871,https://www.geniuspersonaltraining.com/,,https://www.google.com/maps/place/Genius+Fitness+Training/data=!4m7!3m6!1s0x6b12afd1fee3494b:0xa75bf962bd1dfded!8m2!3d-33.8762286!4d151.2217263!16s%2Fg%2F11jm4qgfby!19sChIJS0nj_tGvEmsR7f0dvWL5W6c,4.9,61,,OK,,25.8,65,55.0,100,True,True,Facebook Messenger Plugin,False,True,False,True,False,False,0,1,HIGH: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: No LocalBusiness (or similar) structured data found.; MEDIUM: No visible trust signals (testimonials/reviews) detected.,
Fortis Fit Personal Training,Personal trainer,"28 Lime St, Sydney NSW 2000, Australia",+61 489 078 880,https://www.fortisfit.com.au/,,https://www.google.com/maps/place/Fortis+Fit+Personal+Training/data=!4m7!3m6!1s0x6b12afaf7680a8d3:0xcaedea3ab609502a!8m2!3d-33.8673274!4d151.2020382!16s%2Fg%2F11tp76yzyq!19sChIJ06iAdq-vEmsRKlAJtjrq7co,4.9,61,,OK,,44.1,65,40.0,100,True,False,,False,True,True,False,True,True,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No XML sitemap found.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,
Dolly's Bootcamp,Boot camp,"46 Wellington Rd, South Granville NSW 2142, Australia",+61 424 262 422,https://dollysbootcamp.com.au/,,https://www.google.com/maps/place/Dolly%27s+Bootcamp/data=!4m7!3m6!1s0x6b12bce61a6aaaab:0xb8092b8f9a5c2306!8m2!3d-33.8632434!4d151.0112887!16s%2Fg%2F11np3lldzz!19sChIJq6pqGua8EmsRBiNcmo8rCbg,4.9,60,,OK,,47.0,65,30.0,100,True,False,,False,True,True,False,False,True,0,1,HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: Many images are missing alt text.,
Haus Of Spin,Indoor cycling,"62-64 Riley St, Darlinghurst NSW 2010, Australia",+61 425 358 428,https://www.hausofspin.com.au/,,https://www.google.com/maps/place/Haus+Of+Spin/data=!4m7!3m6!1s0x6b12af08866aa3c1:0xfd1a664f752a377f!8m2!3d-33.8748288!4d151.2155158!16s%2Fg%2F11l746k2nd!19sChIJwaNqhgivEmsRfzcqdU9mGv0,4.7,59,,FAILED,"HTTPSConnectionPool(host='www.hausofspin.com.au', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.hausofspin.com.au', port=443): Failed to resolve 'www.hausofspin.com.au' ([Errno 11001] getaddrinfo failed)""))",,,,,,,,,,,,,,,,,
CrossFit Parramatta,Gym,"3/552 Church St, North Parramatta NSW 2151, Australia",+61 1300 007 874,http://www.rushhour.net.au/,,https://www.google.com/maps/place/CrossFit+Parramatta/data=!4m7!3m6!1s0x6b12a30a124f9d2d:0x7ee99925f6fdcd49!8m2!3d-33.798423!4d151.003207!16s%2Fg%2F1tglhgms!19sChIJLZ1PEgqjEmsRSc399iWZ6X4,4.8,56,,OK,,33.9,65,30.0,100,True,False,,False,True,True,False,False,True,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: Many images are missing alt text.,
